session_id,station_id,vehicle_id,session_start,session_end,kwh_delivered,session_type,cost_usd,payment_method,connector_used,user_id
SES-004692,STN-011,VH-010,03-11-2025 07:10:33,03-11-2025 10:00:33,15.44,DC Fast Charge,2.16,Google Pay,CHAdeMO,U-6556
SES-016676,STN-012,VH-008,20-Aug-2025 13:44:41,20-Aug-2025 14:28:41,26.88,Level 2,6.18,Google Pay,J1772,U-6606
SES-007420,STN-012,V_tesla_model_y,2025-04-15 07:56:19,2025-04-15 09:49:19,23.99,Level 2,10.08,credit card,CHAdeMO,U-1390
SES-008119,STN-004,VH-001,25-Apr-2025 09:51:36,25-Apr-2025 10:44:36,52.77,DC Fast Charge,$13.19,credit card,CCS,U-8362
SES-020675,STN-015,VH-014,2025/10/13 17:51,2025/10/13 18:44,72.49,DC Fast Charge,$13.05,credit card,CCS,U-6648
SES-020711,STN-006,VH-007,10-14-2025 08:38:12,10-14-2025 08:59:12,10.18,DC Fast Charge,3.26,Google Pay,CCS,U-4651
SES-013556,STN-006,VH-014,07-16-2025 18:34:14,07-16-2025 20:15:14,28.33,Level 2,12.47,RFID,Tesla Supercharger,U-1975
SES-011618,STN-002,VH-008,2025/06/18 07:33,2025/06/18 08:36,56.42,DC Fast Charge,$12.41,credit_card,J1772,U-6461
SES-000818,STN-001,VH-010,2025/01/13 17:20,2025/01/13 17:39,17.27,DC Fast Charge,3.11,credit_card,CCS,U-7349
SES-000407,STN-002,V_tesla_model_3,2025/01/07 19:19,2025/01/07 20:11,19.41,DC Fast Charge,6.79,debit_card,Tesla Supercharger,U-9837
SES-004462,STN-009,VH-008,2025/03/09 15:53,2025/03/09 16:59,37.09,Level 2,$7.05,credit_card,Tesla Supercharger,U-2850
SES-006738,STN-010,VH-008,2025/04/04 13:51,2025/04/04 15:03,18.28,Level 2,7.31,credit_card,CCS,U-5673
SES-012550,STN-014,VH-014,03-Jul-2025 18:42:52,03-Jul-2025 20:29:52,None,Level 2,4.95,Google Pay,Tesla Supercharger,U-2406
SES-025246,STN-006,VH-012,16-Dec-2025 15:45:01,16-Dec-2025 17:20:01,67.43,DC Fast Charge,26.97,Apple Pay,CCS,U-4125
SES-013660,STN-015,VH-009,2025/07/17 09:26,2025/07/17 11:10,15.67,Level 2,$3.13,app_wallet,CHAdeMO,U-9579
SES-019718,STN-014,VH-006,09/30/2025 14:39,09/30/2025 16:32,18.72,DC Fast Charge,5.24,RFID,CHAdeMO,U-7843
SES-016178,STN-013,VH-011,2025/08/13 05:11,2025/08/13 07:03,24.06,Level 2,3.13,Credit Card,CCS,U-3185
SES-011764,STN-002,VH-009,21-Jun-2025 19:32:50,21-Jun-2025 22:17:50,77.9,DC Fast Charge,32.72,Credit Card,CHAdeMO,U-2284
SES-022655,STN-010,VH-012,2025/11/09 07:21,2025/11/09 10:08,19.64,Level 2,5.7,credit card,Tesla Supercharger,U-4043
SES-010196,STN-014,VH-006,05-27-2025 22:38:00,05-28-2025 00:50:00,38.66,DC Fast Charge,7.35,Apple Pay,CCS,U-4142
SES-023921,STN-008,VH-011,27-Nov-2025 16:17:09,27-Nov-2025 18:59:09,29.19,Level 2,6.42,app_wallet,Tesla Supercharger,U-4907
SES-023296,STN-017,VH-001,2025/11/18 16:31,2025/11/18 17:46,1.09,Level 1,0.21,debit_card,J1772,U-5460
SES-004948,STN17,VEH#0014,2025/03/13 17:06,2025/03/13 18:27,16.89,DC Fast Charge,6.92,Apple Pay,CCS,U-6655
SES-023060,STN-003,VH-006,11/15/2025 09:21,11/15/2025 09:33,20.45,Level 2,7.77,RFID,CHAdeMO,U-9227
SES-006109,STN-005,VH-007,2025-03-26 19:59:45,2025-03-26 21:04:45,16.5,DC Fast Charge,4.46,Credit Card,CCS,U-7627
SES-023539,STN-004,VEH#0009,11-22-2025 07:36:05,11-22-2025 10:26:05,None,DC Fast Charge,23.95,credit card,CCS,U-1174
SES-015226,STN-005,VH-006,07/29/2025 19:57,07/29/2025 21:43,72.13,DC Fast Charge,10.1,app_wallet,CHAdeMO,U-6616
SES-006422,STN-018,VH-010,2025-03-31 09:15:10,2025-03-31 10:07:10,15.44,Level 2,4.63,Apple Pay,CHAdeMO,U-7174
SES-000760,STN-018,VH-013,12-Jan-2025 14:52:18,12-Jan-2025 15:07:18,63.89,DC Fast Charge,25.56,credit card,Tesla Supercharger,U-4519
SES-026031,STN-016,VH-001,12-24-2025 08:25:21,12-24-2025 10:08:21,27.63,Level 2,8.57,Credit Card,CCS,U-9947
SES-007344,STN-015,VH-014,2025/04/13 07:58,2025/04/13 08:24,72.19,DC Fast Charge,27.43,app_wallet,CHAdeMO,U-8732
SES-018851,STN-016,VH-002,19-Sep-2025 07:45:20,19-Sep-2025 10:37:20,37.7,Level 2,13.57,Google Pay,CCS,U-5306
SES-021028,STN-013,V_bmw_ix,2025-10-18 08:27:16,2025-10-18 10:24:16,55.26,DC Fast Charge,18.79,RFID,CCS,U-7334
SES-003706,STN-014,VH-013,02/27/2025 07:48,02/27/2025 08:07,35.23,Level 2,11.98,debit_card,CHAdeMO,U-1342
SES-026635,STN-002,VH-001,2025-12-29 18:23:06,2025-12-29 19:01:06,37.06,Level 2,4.82,credit card,Tesla Supercharger,U-5409
SES-020574,STN-011,V_hyundai_ioniq_5,10/12/2025 11:12,10/12/2025 12:26,15.38,Level 2,6.46,Credit Card,J1772,U-3420
SES-010017,STN-004,VH-004,05/25/2025 06:23,05/25/2025 06:38,22.82,Level 2,5.48,Google Pay,CHAdeMO,U-1193
SES-003930,STN-008,VH-006,2025-03-03 07:17:50,2025-03-03 10:05:50,-69.37,DC Fast Charge,8.32,credit card,CHAdeMO,U-3325
SES-005999,STN-014,VH-014,03-25-2025 06:47:47,03-25-2025 08:47:47,9.99,Level 1,2.1,credit_card,CCS,U-1029
SES-024285,STN-007,VH-013,02-Dec-2025 17:37:21,02-Dec-2025 19:42:21,8.48,Level 2,1.36,Credit Card,CCS,U-5606
SES-020162,STN-001,VH-008,10/07/2025 13:25,10/07/2025 16:21,32.46,Level 2,$12.66,debit_card,CHAdeMO,U-2412
SES-019859,STN-012,V_tesla_model_y,03-Oct-2025 13:55:08,03-Oct-2025 15:45:08,26.67,Level 2,$8.0,Google Pay,Tesla Supercharger,U-5371
SES-014253,STN-014,VH-012,21-Jul-2025 14:20:49,21-Jul-2025 16:13:49,38.16,Level 2,11.45,debit_card,J1772,U-3452
SES-007185,STN-006,V_chevrolet_bolt_euv,04/11/2025 15:05,04/11/2025 15:36,6.64,Level 1,1.33,Google Pay,J1772,U-8577
SES-013770,STN-010,VH-007,2025-07-18 15:01:59,2025-07-18 15:45:59,25.96,Level 2,4.67,Credit Card,Tesla Supercharger,U-1606
SES-012776,STN-014,V_tesla_model_3,07-06-2025 10:33:28,07-06-2025 12:27:28,13.17,Level 2,1.98,Google Pay,CHAdeMO,U-8507
SES-011647,STN-001,VH-007,06/19/2025 20:55,06/19/2025 22:24,2.31,Level 1,0.53,app_wallet,CHAdeMO,U-2912
SES-025938,STN-013,VH-013,12-23-2025 15:32:01,12-23-2025 17:28:01,64.32,DC Fast Charge,$22.51,debit_card,CHAdeMO,U-2485
SES-002048,STN-010,VH-005,2025/02/02 08:24,2025/02/02 10:28,15.71,Level 2,$6.76,RFID,J1772,U-5084
SES-006894,STN-008,VH-001,04-06-2025 20:39:44,04-06-2025 21:02:44,76.07,DC Fast Charge,14.45,credit_card,CHAdeMO,U-1011
SES-010218,STN15,VH-010,2025/05/27 08:25,2025/05/27 09:36,66.62,DC Fast Charge,21.32,Apple Pay,Tesla Supercharger,U-5968
SES-012097,STN-018,VH-014,06/26/2025 13:36,06/26/2025 16:07,34.19,DC Fast Charge,13.68,Google Pay,J1772,U-6361
SES-023405,STN-004,VH-013,20-Nov-2025 09:07:16,20-Nov-2025 10:49:16,53.23,DC Fast Charge,17.57,credit_card,CCS,U-5587
SES-000202,STN-002,VH-003,01/04/2025 16:05,01/04/2025 17:43,19.49,Level 2,7.02,Google Pay,CCS,U-7342
SES-011501,STN-006,VH-013,2025/06/17 13:39,2025/06/17 14:08,38.53,Level 2,14.64,Google Pay,CHAdeMO,U-5362
SES-008429,STN-007,VEH#0002,04-30-2025 21:35:58,05-01-2025 00:06:58,-39.75,DC Fast Charge,11.92,Credit Card,CHAdeMO,U-8808
SES-013370,STN-005,VH-001,15-Jul-2025 09:58:43,15-Jul-2025 12:56:43,78.48,DC Fast Charge,28.25,Apple Pay,CCS,U-8447
SES-026676,STN-014,VH-001,2025/12/29 16:09,2025/12/29 17:25,15.32,DC Fast Charge,4.9,app_wallet,CCS,U-9610
SES-010432,STN-003,VH-010,05-31-2025 12:01:03,05-31-2025 12:51:03,25.45,Level 2,10.69,CREDIT_CARD,J1772,U-3260
SES-022986,STN-005,VH-012,11-15-2025 15:37:49,11-15-2025 18:35:49,50.62,DC Fast Charge,15.19,Apple Pay,Tesla Supercharger,U-7295
SES-009899,STN-014,VH-005,2025/05/23 19:25,2025/05/23 21:25,79.32,DC Fast Charge,30.93,credit_card,CHAdeMO,U-1130
SES-023658,STN-006,VEH#0010,11-23-2025 15:39:45,11-23-2025 17:25:45,30.92,DC Fast Charge,5.26,debit_card,J1772,U-7195
SES-004834,STN-009,VH-004,03/12/2025 09:02,03/12/2025 09:35,54.22,DC Fast Charge,5.96,RFID,J1772,U-7959
SES-023055,STN-004,VH-003,2025-11-15 13:40:48,2025-11-15 14:28:48,57.41,DC Fast Charge,17.8,Google Pay,J1772,U-3561
SES-003831,STN-007,VH-014,2025/03/01 15:51,2025/03/01 16:49,12.96,Level 2,2.46,app_wallet,CHAdeMO,U-9726
SES-022772,STN-008,VH-013,2025-11-11 13:50:30,2025-11-11 14:57:30,74.29,DC Fast Charge,$14.86,app_wallet,Tesla Supercharger,U-7264
SES-013756,STN-011,VH-009,2025-07-17 17:25:30,2025-07-17 18:53:30,24.27,DC Fast Charge,9.47,RFID,CCS,U-8365
SES-008701,STN-014,VH-013,05/04/2025 17:57,05/04/2025 18:20,11.83,Level 2,1.89,RFID,J1772,U-3696
SES-021687,STN-017,VH-010,10-27-2025 06:53:33,10-27-2025 07:54:33,59.28,DC Fast Charge,$23.12,credit card,Tesla Supercharger,U-1658
SES-010592,STN-014,VH-007,06/02/2025 14:52,06/02/2025 17:13,15.16,DC Fast Charge,$3.94,CREDIT_CARD,CCS,U-4294
SES-005448,STN-008,V_lucid_air,2025-03-17 06:21:35,2025-03-17 07:35:35,59.69,DC Fast Charge,8.36,RFID,J1772,U-8820
SES-021224,STN-010,VH-011,10/21/2025 07:10,10/21/2025 08:25,19.86,DC Fast Charge,$7.15,RFID,CHAdeMO,U-1027
SES-025017,STN-002,VH-010,2025-12-13 23:39:35,2025-12-14 00:57:35,36.37,DC Fast Charge,5.09,Apple Pay,CCS,U-4057
SES-024529,STN-002,VH-006,12/05/2025 09:05,12/05/2025 09:22,76.63,DC Fast Charge,33.72,app_wallet,CHAdeMO,U-6572
SES-024853,STN-016,VH-004,10-Dec-2025 18:10:23,10-Dec-2025 18:54:23,78.0,DC Fast Charge,25.74,credit card,CHAdeMO,U-4805
SES-023204,STN-017,VEH#0012,17-Nov-2025 12:04:03,17-Nov-2025 14:31:03,37.78,DC Fast Charge,14.73,Apple Pay,Tesla Supercharger,U-2116
SES-008057,STN-003,VH-005,04-24-2025 18:51:32,04-24-2025 19:18:32,17.35,DC Fast Charge,$2.78,Credit Card,J1772,U-5022
SES-001883,STN-002,VH-003,2025/01/31 08:40,2025/01/31 09:22,34.11,DC Fast Charge,14.33,credit_card,J1772,U-3674
SES-003683,STN-014,VH-004,2025-02-27 10:38:59,2025-02-27 12:21:59,67.19,DC Fast Charge,8.06,credit_card,J1772,U-6177
SES-017297,STN-009,VH-013,08/29/2025 12:50,08/29/2025 13:42,34.45,Level 2,10.34,Apple Pay,J1772,U-6455
SES-021210,STN-006,VH-005,21-Oct-2025 17:31:52,21-Oct-2025 20:04:52,15.2,Level 2,2.89,Credit Card,CHAdeMO,U-1509
SES-006295,STN-001,VH-004,03-29-2025 16:57:29,03-29-2025 18:44:29,17.38,Level 2,1.91,Apple Pay,CHAdeMO,U-4921
SES-008340,STN-016,V_hyundai_ioniq_5,2025-04-28 13:43:58,2025-04-28 13:55:58,8.99,Level 2,3.69,CREDIT_CARD,CCS,U-9972
SES-004136,STN-014,VH-002,2025-03-06 14:37:33,2025-03-06 15:15:33,32.19,Level 2,13.52,Google Pay,J1772,U-3953
SES-001889,STN-018,V_nissan_leaf,01/31/2025 17:04,01/31/2025 19:32,38.13,Level 2,8.77,RFID,Tesla Supercharger,U-5590
SES-017709,STN-008,VH-010,09-04-2025 07:08:05,09-04-2025 08:44:05,21.83,Level 2,$3.93,app_wallet,CHAdeMO,U-9481
SES-021016,STN02,V_volkswagen_id.4,2025-10-18 06:12:51,2025-10-18 07:17:51,12.47,DC Fast Charge,1.5,debit_card,J1772,U-3344
SES-008271,STN-002,VH-009,2025-04-27 08:13:28,2025-04-27 10:22:28,24.03,Level 2,7.69,Apple Pay,CHAdeMO,U-6582
SES-016494,STN-003,VH-012,2025/08/17 18:52,2025/08/17 20:54,53.32,DC Fast Charge,21.86,Apple Pay,CHAdeMO,U-4505
SES-010836,STN07,VH-009,2025-06-07 07:05:49,2025-06-07 08:14:49,48.77,DC Fast Charge,$12.19,CREDIT_CARD,J1772,U-5340
SES-008191,STN-005,VH-002,2025/04/26 23:03,2025/04/27 01:45,5.6,Level 1,1.96,Apple Pay,CCS,U-4058
SES-017018,STN-007,V_rivian_r1t,2025-08-25 05:02:19,2025-08-25 07:25:19,32.63,DC Fast Charge,9.46,Apple Pay,CCS,U-4059
SES-012027,STN-012,VH-011,2025/06/25 09:24,2025/06/25 10:32,59.97,DC Fast Charge,21.59,Credit Card,CCS,U-9304
SES-012395,STN-016,VEH#0008,2025-06-30 16:14:53,2025-06-30 18:44:53,59.81,DC Fast Charge,12.56,credit card,J1772,U-5001
SES-008124,STN-004,V_nissan_leaf,2025-04-25 14:03:29,2025-04-25 16:33:29,28.06,DC Fast Charge,7.01,app_wallet,CCS,U-8926
SES-016129,STN-008,V_bmw_ix,2025/08/12 21:26,2025/08/12 22:56,33.37,DC Fast Charge,4.34,app_wallet,Tesla Supercharger,U-2636
SES-010209,STN-001,VH-011,05/27/2025 09:22,05/27/2025 10:01,13.87,DC Fast Charge,5.96,Google Pay,Tesla Supercharger,U-9097
SES-001989,STN16,VH-002,2025/02/01 16:23,2025/02/01 17:31,36.05,Level 2,$13.34,app_wallet,Tesla Supercharger,U-8657
SES-006270,STN-003,VEH#0014,03-28-2025 06:44:30,03-28-2025 08:11:30,68.33,DC Fast Charge,7.52,Apple Pay,J1772,U-2381
SES-007823,STN-001,VH-008,2025/04/21 13:46,2025/04/21 15:59,38.97,Level 2,12.86,Apple Pay,CHAdeMO,U-2267
SES-002372,STN-013,VH-005,02/07/2025 06:09,02/07/2025 08:09,13.69,Level 2,5.2,Credit Card,Tesla Supercharger,U-1641
SES-004441,STN-018,VH-008,2025-03-09 16:22:21,2025-03-09 19:02:21,37.4,Level 2,15.33,Google Pay,Tesla Supercharger,U-3145
SES-008492,STN-003,VH-013,2025-05-01 21:54:51,2025-05-02 00:46:51,50.47,DC Fast Charge,$8.58,CREDIT_CARD,J1772,U-3747
SES-013192,STN-001,VH-008,2025-07-12 07:18:36,2025-07-12 08:52:36,25.8,Level 2,8.51,RFID,CHAdeMO,U-1572
SES-026672,STN-002,VEH#0005,12-29-2025 18:15:42,12-29-2025 19:30:42,73.89,DC Fast Charge,10.34,Google Pay,CCS,U-5156
SES-009270,STN-001,VH-005,2025/05/13 07:45,2025/05/13 08:45,5.54,Level 2,1.05,app_wallet,J1772,U-5722
SES-014392,STN-014,VH-014,07-21-2025 12:44:31,07-21-2025 14:45:31,60.08,DC Fast Charge,16.82,RFID,CHAdeMO,U-1223
SES-000374,STN-007,VH-010,01-06-2025 12:00:46,01-06-2025 13:59:46,13.63,Level 2,2.86,RFID,CHAdeMO,U-1083
SES-008319,STN-010,VH-003,2025/04/28 17:30,2025/04/28 19:42,45.1,DC Fast Charge,14.43,CREDIT_CARD,Tesla Supercharger,U-7313
SES-025714,STN-014,VH-012,2025-12-21 07:33:00,2025-12-21 10:11:00,-64.66,DC Fast Charge,21.98,RFID,Tesla Supercharger,U-4542
SES-024523,STN09,VH-009,05-Dec-2025 10:50:34,05-Dec-2025 12:01:34,25.88,Level 2,6.99,RFID,Tesla Supercharger,U-2624
SES-022486,STN-013,VH-011,11-08-2025 12:42:21,11-08-2025 15:09:21,34.07,Level 2,3.41,RFID,Tesla Supercharger,U-3327
SES-001822,STN-012,VH-003,01/30/2025 16:08,01/30/2025 18:39,3.92,Level 1,1.53,Apple Pay,Tesla Supercharger,U-5983
SES-004463,STN-008,VH-009,09-Mar-2025 20:48:09,09-Mar-2025 21:51:09,29.75,Level 2,4.76,RFID,Tesla Supercharger,U-6190
SES-008946,STN-001,VH-003,2025-05-08 07:17:46,2025-05-08 07:29:46,28.48,DC Fast Charge,8.83,credit_card,CCS,U-4448
SES-017261,STN-003,VH-013,2025-08-28 09:47:09,2025-08-28 12:42:09,12.11,Level 2,2.91,Google Pay,CHAdeMO,U-6766
SES-016740,STN-004,nan,08/21/2025 11:41,08/21/2025 12:04,-41.75,DC Fast Charge,15.03,debit_card,J1772,U-8071
SES-010117,STN-013,VH-004,05-26-2025 09:08:15,05-26-2025 11:26:15,5.25,Level 1,1.68,CREDIT_CARD,CHAdeMO,U-7511
SES-021873,STN-016,VEH#0008,30-Oct-2025 07:12:20,30-Oct-2025 09:47:20,36.65,DC Fast Charge,4.4,Credit Card,Tesla Supercharger,U-9787
SES-006426,STN-005,VH-008,2025-03-31 14:13:01,2025-03-31 17:03:01,11.02,Level 2,4.19,Credit Card,CCS,U-4756
SES-018350,STN-005,VEH#0004,09/13/2025 21:48,09/14/2025 00:23,27.92,DC Fast Charge,4.47,debit_card,J1772,U-9652
SES-004477,STN-012,VH-010,03/09/2025 11:53,03/09/2025 14:02,9.53,Level 1,2.48,CREDIT_CARD,Tesla Supercharger,U-9251
SES-015593,STN-014,VH-008,2025/08/04 09:12,2025/08/04 09:49,32.38,DC Fast Charge,5.18,app_wallet,CCS,U-2855
SES-025447,STN-004,VEH#0007,12/19/2025 20:51,12/19/2025 21:29,27.95,DC Fast Charge,11.74,RFID,CCS,U-6214
SES-007798,STN-011,VEH#0009,04/21/2025 22:30,04/21/2025 23:57,27.03,DC Fast Charge,10.27,credit_card,Tesla Supercharger,U-8727
SES-000796,STN-012,VH-002,01-13-2025 07:55:52,01-13-2025 09:08:52,25.26,Level 2,3.28,Apple Pay,J1772,U-2717
SES-016304,STN-018,VEH#0009,2025-08-15 17:02:45,2025-08-15 19:23:45,51.22,DC Fast Charge,22.02,Credit Card,CHAdeMO,U-6646
SES-005071,STN-012,VH-011,2025-03-14 11:08:45,2025-03-14 13:53:45,38.2,DC Fast Charge,6.11,Google Pay,J1772,U-6267
SES-001094,STN-018,VEH#0011,01/17/2025 09:55,01/17/2025 11:25,-32.65,Level 2,3.59,credit_card,Tesla Supercharger,U-7623
SES-025953,STN-008,VH-011,12/23/2025 05:00,12/23/2025 07:59,36.08,Level 2,7.58,app_wallet,J1772,U-7482
SES-021996,STN-012,VH-006,2025/11/01 15:55,2025/11/01 18:15,25.31,Level 2,7.09,Google Pay,CHAdeMO,U-4655
SES-016616,STN-001,VH-012,08-19-2025 14:56:20,08-19-2025 17:01:20,1.21,Level 1,$0.36,credit card,Tesla Supercharger,U-5682
SES-018317,STN-009,VH-001,09/12/2025 08:38,09/12/2025 10:49,74.28,DC Fast Charge,23.77,Google Pay,J1772,U-4020
SES-017640,STN-004,V_ford_mustang_mach-e,2025/09/03 20:32,2025/09/03 21:40,33.19,Level 2,8.96,Apple Pay,J1772,U-7392
SES-008830,STN-013,VH-010,05-06-2025 09:10:43,05-06-2025 11:40:43,8.65,Level 2,2.16,debit_card,Tesla Supercharger,U-7726
SES-017414,STN-001,VH-012,2025-08-31 12:45:34,2025-08-31 15:34:34,5.31,Level 2,2.12,Apple Pay,J1772,U-2802
SES-014996,STN-011,VH-009,26-Jul-2025 12:09:03,26-Jul-2025 13:53:03,8.96,Level 2,1.25,Credit Card,Tesla Supercharger,U-1299
SES-007153,STN-014,VH-013,2025/04/10 09:52,2025/04/10 11:20,9.49,Level 1,1.8,CREDIT_CARD,J1772,U-5078
SES-005974,STN-007,V_nissan_leaf,24-Mar-2025 11:28:19,24-Mar-2025 12:40:19,-69.67,DC Fast Charge,9.75,CREDIT_CARD,Tesla Supercharger,U-2170
SES-022142,STN-012,VH-004,11-02-2025 09:50:02,11-02-2025 12:41:02,18.2,Level 2,$3.28,app_wallet,Tesla Supercharger,U-3425
SES-024562,STN-016,VH-009,05-Dec-2025 20:11:43,05-Dec-2025 22:25:43,36.26,DC Fast Charge,12.33,app_wallet,CHAdeMO,U-7051
SES-004796,STN-008,VH-013,2025-03-12 14:07:09,2025-03-12 14:46:09,51.33,DC Fast Charge,21.05,app_wallet,J1772,U-5598
SES-016354,STN-011,VH-008,08-15-2025 17:13:10,08-15-2025 19:16:10,66.81,DC Fast Charge,24.05,Credit Card,CCS,U-1250
SES-016078,STN-003,VH-012,11-Aug-2025 12:07:05,11-Aug-2025 12:23:05,33.28,Level 2,14.64,app_wallet,CCS,U-8887
SES-007429,STN-005,VH-011,15-Apr-2025 15:29:15,15-Apr-2025 17:38:15,18.1,Level 2,4.71,Google Pay,CHAdeMO,U-6267
SES-007884,STN-009,VH-010,04/22/2025 09:43,04/22/2025 10:30,29.52,DC Fast Charge,13.28,credit card,J1772,U-1556
SES-001992,STN-007,VH-002,01-Feb-2025 08:38:20,01-Feb-2025 09:55:20,37.53,Level 2,9.38,Apple Pay,CHAdeMO,U-2927
SES-022485,STN-004,VEH#0009,11-08-2025 07:02:42,11-08-2025 09:16:42,14.32,Level 2,2.43,CREDIT_CARD,J1772,U-8570
SES-015842,STN-013,VH-013,08-Aug-2025 20:39:52,08-Aug-2025 21:17:52,73.73,DC Fast Charge,29.49,credit_card,CHAdeMO,U-5907
SES-007650,STN-015,VH-003,04-18-2025 15:14:15,04-18-2025 16:24:15,39.26,Level 2,14.92,credit_card,CHAdeMO,U-6466
SES-009296,STN-003,VH-013,13-May-2025 09:49:39,13-May-2025 11:20:39,7.07,Level 2,2.55,app_wallet,J1772,U-8468
SES-015176,STN-009,V_ford_mustang_mach-e,2025/07/28 21:40,2025/07/28 22:40,57.86,DC Fast Charge,15.04,Apple Pay,J1772,U-8320
SES-014990,STN-009,VH-013,07/26/2025 16:02,07/26/2025 17:02,23.4,Level 2,6.32,credit_card,CCS,U-9719
SES-026869,STN-008,VH-004,12/31/2025 16:44,12/31/2025 17:50,51.88,DC Fast Charge,20.23,Google Pay,Tesla Supercharger,U-8562
SES-018262,STN-007,VH-014,2025-09-12 18:15:44,2025-09-12 20:26:44,23.46,Level 2,6.1,credit card,CHAdeMO,U-1127
SES-005165,STN-003,VH-001,14-Mar-2025 11:58:15,14-Mar-2025 13:44:15,10.08,DC Fast Charge,1.51,debit_card,CCS,U-4211
SES-017354,STN-003,V_volkswagen_id.4,2025/08/30 09:47,2025/08/30 11:49,26.99,Level 2,2.97,CREDIT_CARD,CHAdeMO,U-2277
SES-006044,STN-011,VH-003,2025/03/25 14:51,2025/03/25 16:05,5.74,Level 2,1.72,RFID,Tesla Supercharger,U-8559
SES-009210,STN-013,VH-013,2025/05/12 09:57,2025/05/12 10:33,33.4,DC Fast Charge,4.68,Credit Card,CHAdeMO,U-2470
SES-001711,STN-013,VH-003,01/28/2025 10:30,01/28/2025 13:27,68.68,DC Fast Charge,$21.98,debit_card,Tesla Supercharger,U-3413
SES-003865,STN-014,VH-003,2025/03/02 19:54,2025/03/02 20:05,22.93,Level 2,8.25,CREDIT_CARD,J1772,U-2749
SES-018385,STN-001,VH-009,2025-09-13 08:44:46,2025-09-13 10:12:46,28.8,DC Fast Charge,10.37,debit_card,Tesla Supercharger,U-4459
SES-022850,STN-014,VH-005,2025/11/13 09:54,2025/11/13 12:08,19.99,Level 2,7.6,debit_card,CCS,U-8020
SES-016044,STN-017,VH-007,08-11-2025 13:00:05,08-11-2025 15:22:05,47.48,DC Fast Charge,10.45,RFID,CCS,U-4929
SES-009003,STN-014,VH-006,2025-05-09 07:40:45,2025-05-09 08:42:45,18.97,DC Fast Charge,6.07,credit card,CHAdeMO,U-3067
SES-005984,STN-006,VH-002,03/24/2025 17:50,03/24/2025 20:45,52.81,DC Fast Charge,10.56,Google Pay,Tesla Supercharger,U-3065
SES-017559,STN-007,VH-005,09/02/2025 08:54,09/02/2025 09:47,78.32,DC Fast Charge,$29.76,Google Pay,J1772,U-6228
SES-002958,STN-001,V_volkswagen_id.4,2025/02/16 08:34,2025/02/16 10:20,62.27,DC Fast Charge,$12.45,app_wallet,CHAdeMO,U-4055
SES-022597,STN-011,V_tesla_model_y,2025-11-08 18:20:22,2025-11-08 19:18:22,11.6,Level 2,3.94,debit_card,CCS,U-4186
SES-011455,STN-003,VH-002,16-Jun-2025 11:16:50,16-Jun-2025 13:35:50,33.07,Level 2,14.88,Apple Pay,CCS,U-4669
SES-015301,STN-011,VH-009,2025-07-31 11:22:30,2025-07-31 13:07:30,22.83,DC Fast Charge,2.51,app_wallet,Tesla Supercharger,U-5620
SES-020653,STN-007,VH-008,13-Oct-2025 11:39:55,13-Oct-2025 12:52:55,27.97,DC Fast Charge,$9.79,Credit Card,CCS,U-7210
SES-006896,STN-003,VEH#0008,2025/04/06 09:26,2025/04/06 09:56,25.95,Level 2,5.45,CREDIT_CARD,Tesla Supercharger,U-3663
SES-004771,STN-018,VH-001,03-11-2025 18:56:10,03-11-2025 19:34:10,37.23,Level 2,$6.33,Google Pay,Tesla Supercharger,U-9383
SES-008813,STN-003,VH-001,2025/05/05 20:15,2025/05/05 21:19,69.41,DC Fast Charge,27.76,RFID,J1772,U-8605
SES-007331,STN-010,VEH#0004,13-Apr-2025 13:03:56,13-Apr-2025 13:39:56,37.27,Level 2,12.67,debit_card,J1772,U-9557
SES-000769,STN-012,VH-006,2025/01/12 18:27,2025/01/12 21:23,79.98,DC Fast Charge,10.4,Apple Pay,CCS,U-5500
SES-025215,STN-006,VH-003,12/16/2025 17:00,12/16/2025 17:26,17.99,DC Fast Charge,3.78,debit_card,J1772,U-9045
SES-021265,STN-009,VH-009,10-21-2025 22:12:47,10-21-2025 22:51:47,21.67,Level 2,9.32,RFID,Tesla Supercharger,U-9625
SES-004702,STN-004,VEH#0006,2025-03-11 18:33:47,2025-03-11 20:35:47,33.34,Level 2,3.67,credit_card,CHAdeMO,U-1018
SES-004734,STN-001,VH-005,2025/03/11 19:00,2025/03/11 19:15,10.91,DC Fast Charge,$3.05,CREDIT_CARD,CHAdeMO,U-5391
SES-021002,STN-002,VH-002,18-Oct-2025 05:31:56,18-Oct-2025 05:47:56,72.63,DC Fast Charge,13.07,RFID,J1772,U-1815
SES-020095,STN-001,VH-003,10-06-2025 08:07:21,10-06-2025 09:00:21,25.13,Level 2,4.77,app_wallet,CHAdeMO,U-5622
SES-004845,STN-002,VH-009,03-12-2025 11:53:13,03-12-2025 13:32:13,38.12,Level 2,14.1,Google Pay,CHAdeMO,U-1709
SES-015848,STN-002,VH-007,08-Aug-2025 16:20:06,08-Aug-2025 18:58:06,8.94,Level 2,3.84,app_wallet,CCS,U-9395
SES-013065,STN-001,V_tesla_model_3,2025/07/10 06:30,2025/07/10 09:30,26.93,DC Fast Charge,7.27,credit_card,Tesla Supercharger,U-3166
SES-012437,STN-018,VH-010,01-Jul-2025 17:17:10,01-Jul-2025 19:29:10,3.91,Level 1,$1.06,Credit Card,J1772,U-8627
